守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.269,45,184,167,28,45,11,1,5,73,23,37,11,1,3,0,3,3,2,1,.321,.437,0.758
中堅手,.182,3,12,11,1,2,1,0,1,6,1,4,1,0,0,0,0,0,0,0,.250,.545,0.795
右翼手,.307,26,106,101,16,31,3,2,6,56,14,28,4,0,0,1,0,3,1,0,.333,.554,0.888
指名打者,.375,2,8,8,0,3,1,0,0,4,2,2,0,0,0,0,0,0,0,0,.375,.500,0.875
途中出場,.111,11,11,9,0,1,0,0,0,1,1,6,2,0,0,0,0,0,0,0,.273,.111,0.384
