打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,75,21,0.28,3,15,1,0,0,0.289
2打席目,71,20,0.282,1,14,5,0,0,0.329
3打席目,66,17,0.258,6,18,6,1,1,0.315
4打席目,59,20,0.339,1,18,7,0,2,0.397
5打席目以上,16,3,0.188,1,6,0,0,0,0.188
