左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.4% (54),47.4% (54),47.4% (54),25.4% (29),25.4% (29),25.4% (29),27.2% (31),27.2% (31),27.2% (31)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
48.3% (14),100.0% (3),45.1% (37),27.6% (8),0.0% (0),25.6% (21),24.1% (7),0.0% (0),29.3% (24)
