球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.153,26,65,59,2,9,2,0,1,14,7,12,4,0,1,0,1,0,0,1,.215,.237,0.453
甲子園,.286,5,14,14,0,4,1,0,0,5,2,3,0,0,0,0,0,0,0,0,.286,.357,0.643
横浜,.143,9,24,21,1,3,1,0,1,7,3,4,3,1,0,0,0,0,0,1,.250,.333,0.583
マツダスタジアム,.333,4,10,9,1,3,1,0,0,4,1,2,1,0,0,0,0,0,0,0,.400,.444,0.844
神宮,.143,4,15,14,0,2,1,0,0,3,0,8,1,0,0,0,0,0,0,1,.200,.214,0.414
バンテリンドーム,.500,4,7,4,0,2,0,0,0,2,4,0,0,0,0,0,3,0,0,0,.286,.500,0.786
Ce その他,.200,2,8,5,0,1,1,0,0,2,0,2,3,0,0,0,0,0,0,0,.500,.400,0.9
みずほPayPay,.250,3,12,12,1,3,2,0,0,5,4,4,0,0,0,0,0,0,0,0,.250,.417,0.667
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.750,1,5,4,1,3,1,0,1,7,1,1,1,0,0,0,0,0,0,0,.800,1.750,2.55
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.167,4,13,12,1,2,0,0,0,2,0,4,1,0,0,0,0,0,0,0,.231,.167,0.397
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
