条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.300,12,10,3,1,0,0,0,0,0,2,0,0.3
1-0より,.583,13,12,7,2,0,1,0,0,0,1,0,0.583
2-0より,.333,10,9,3,0,1,0,0,0,0,1,0,0.333
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.200,41,40,8,1,0,1,0,0,0,1,0,0.2
1-1より,.292,24,24,7,0,0,1,0,0,0,0,0,0.292
2-1より,.375,17,16,6,1,0,2,0,0,0,1,0,0.375
3-1より,.286,15,7,2,0,0,0,0,8,0,0,0,0.667
0-2より,.111,18,18,2,0,0,0,5,0,0,0,0,0.111
1-2より,.306,37,36,11,1,0,0,4,0,1,0,0,0.324
2-2より,.294,34,34,10,2,1,0,5,0,0,0,0,0.294
3-2より,.292,29,24,7,1,1,2,3,5,0,0,0,0.414
