守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.277,23,89,83,12,23,3,2,5,45,19,8,5,0,0,1,0,0,0,0,.318,.542,0.86
三塁手,.175,12,46,40,3,7,1,0,2,14,7,3,4,0,0,2,0,0,0,1,.250,.350,0.6
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.326,25,102,92,8,30,4,0,0,34,6,4,6,0,1,3,0,0,0,0,.374,.370,0.743
途中出場,.400,15,15,15,4,6,1,1,0,9,3,2,0,0,0,0,0,0,0,0,.400,.600,1.0
