条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.283,200,184,52,7,3,7,16,12,1,3,0
対左投手,0.304,52,46,14,2,0,0,1,3,0,3,0
