アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,80,47.6%,安打,66,78.6%
フライ,65,38.7%,四死球,16,19.0%
空三振,12,7.1%,失策出塁,2,2.4%
見三振,5,3.0%,野選,0,0.0%
犠打,6,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
