球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,156,68.1%,148.5,13,20,33,60,42.3%,17.1%,.382,34,13,1,6,7,3
フォーク,30,13.1%,137.6,3,6,5,12,46.7%,25.0%,.333,6,2,0,2,0,0
スライダー,21,9.2%,128.3,2,1,4,10,33.3%,20.0%,.400,5,2,0,1,0,0
カットボール,14,6.1%,136.3,3,1,1,4,35.7%,33.3%,.200,5,1,0,0,0,0
カーブ,8,3.5%,123.3,0,1,1,6,25.0%,0.0%,-,0,0,0,0,0,0
