打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.306,49,219,196,28,60,6,3,1,75,10,19,20,5,1,1,1,6,1,0,0.372,0.383,0.754
Nighter,0.283,94,418,382,43,108,16,5,4,146,25,38,31,5,0,3,2,11,4,2,0.335,0.382,0.717
