打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,137,44,0.321,1,12,6,0,0,0.35
2打席目,133,49,0.368,2,9,10,0,0,0.413
3打席目,127,33,0.26,1,12,14,1,1,0.331
4打席目,127,32,0.252,1,17,11,1,1,0.309
5打席目以上,54,10,0.185,0,7,11,2,1,0.318
