アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,181,43.9%,安打,168,74.7%
フライ,170,41.3%,四死球,52,23.1%
空三振,43,10.4%,失策出塁,5,2.2%
見三振,14,3.4%,野選,0,0.0%
犠打,4,1.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
