打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.273,72,320,286,41,78,9,6,2,105,19,35,27,6,1,3,3,6,1,2,0.334,0.367,0.702
Visitor,0.308,71,317,292,30,90,13,2,3,116,16,22,24,4,0,1,0,11,4,0,0.361,0.397,0.758
