条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.305,426,403,123,17,7,2,2,37,23,0,0,0,0.343
1塁,0.242,70,62,15,3,0,0,0,7,5,0,3,0,0.299
2塁,0.217,59,46,10,0,0,1,4,4,13,0,0,0,0.39
3塁,0.263,19,19,5,0,1,1,8,2,0,0,0,0,0.263
1・2塁,0.333,24,21,7,1,0,1,5,4,2,0,1,0,0.391
1・3塁,0.333,12,9,3,1,0,0,4,0,3,0,0,0,0.5
2・3塁,0.333,14,9,3,0,0,0,6,3,4,0,0,1,0.5
満塁,0.222,13,9,2,0,0,0,6,0,1,1,0,2,0.308
得点圏,0.265,141,113,30,2,1,3,33,13,23,1,1,3,0.386
