打率.291,試合143,打席637,打数578,得点71,安打168,内安26,内安率15.5,２Ｂ22,３Ｂ8,本塁5,HR勝敗4-1-0,塁打221,打点35,三振57
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
51,10,1,4,3,17,5,77.3,2,0,1,.265,.348,.382,.730
