左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
34.7% (179),34.7% (179),34.7% (179),25.6% (132),25.6% (132),25.6% (132),39.7% (205),39.7% (205),39.7% (205)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
31.3% (51),0.0% (0),36.8% (128),31.9% (52),0.0% (0),23.0% (80),36.8% (60),100.0% (5),40.2% (140)
