種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.26,7,7,0,3,1,0,0,0,0,0,0,43.0,27,0,43,8,5,6,6,0.81,0.188,2.3,-
Visitor,2.06,7,6,1,3,0,0,0,0,0,0,0,35.0,29,1,34,10,0,9,8,1.11,0.232,2.77,2.00
