球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,476,39.2%,145.2,27,111,91,169,48.1%,13.8%,0.232,99,23,1,30,8,2
スライダー,221,18.2%,129.2,37,41,29,82,48.4%,37.8%,0.174,46,8,0,15,2,1
カットボール,197,16.2%,139.8,21,33,57,50,56.3%,18.4%,0.268,41,11,0,8,4,1
チェンジアップ,128,10.6%,131.4,33,14,12,48,46.1%,50.0%,0.111,27,3,0,6,0,0
ナックルカーブ,70,5.8%,124.6,4,25,4,26,47.1%,21.1%,0.286,14,4,0,4,0,0
スプリット,69,5.7%,131.4,18,1,14,26,47.8%,42.9%,0.136,22,3,0,13,1,0
ツーシーム,52,4.3%,146.1,3,5,12,13,38.5%,8.8%,0.2,20,4,0,1,1,1
