球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,584,44.6%,146.4,51,116,146,158,53.6%,16.5%,.263,133,35,2,27,6,0
スライダー,215,16.4%,129.6,25,35,39,66,46.0%,21.9%,.238,63,15,1,15,0,1
チェンジアップ,126,9.6%,130.1,19,12,22,38,42.1%,25.0%,.125,40,5,1,6,0,0
カットボール,121,9.2%,137.9,12,12,36,28,49.6%,14.8%,.257,35,9,0,4,1,0
フォーク,80,6.1%,135.1,13,3,14,25,37.5%,25.0%,.200,30,6,0,6,0,0
ツーシーム,67,5.1%,140.6,8,10,16,18,50.7%,20.5%,.294,17,5,0,3,0,0
カーブ,54,4.1%,118.5,2,16,6,17,44.4%,9.5%,.231,13,3,0,0,1,0
シュート,38,2.9%,145.9,0,5,12,14,44.7%,0.0%,.571,7,4,0,0,2,0
シンカー,8,0.6%,125.9,0,1,2,1,37.5%,0.0%,.250,4,1,0,0,0,0
スプリット,7,0.5%,138.0,3,0,0,2,42.9%,60.0%,.333,3,1,0,1,0,0
ナックルカーブ,5,0.4%,130.3,1,2,1,0,80.0%,33.3%,.000,1,0,0,0,0,0
高速スライダー,3,0.2%,138.0,0,0,0,2,0.0%,0.0%,.000,1,0,0,0,0,0
縦スライダー,1,0.1%,119.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.1%,111.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
