アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,77,28.2%,安打,84,84.8%
フライ,120,44.0%,四死球,11,11.1%
空三振,48,17.6%,失策出塁,4,4.0%
見三振,14,5.1%,野選,0,0.0%
犠打,14,5.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
