条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.261,207,199,52,5,2,4,4,36,7,1,0,0,0.29
1塁,0.22,64,59,13,2,0,0,1,8,0,0,5,0,0.22
2塁,0.24,31,25,6,2,0,0,3,6,1,0,5,0,0.269
3塁,0.0,6,6,0,0,0,0,1,2,0,0,0,0,0.0
1・2塁,0.161,35,31,5,1,0,0,3,8,1,0,3,0,0.188
1・3塁,0.385,14,13,5,1,0,0,5,1,0,0,1,0,0.385
2・3塁,0.4,6,5,2,1,0,0,4,0,1,0,0,0,0.5
満塁,0.111,9,9,1,0,0,0,2,1,0,0,0,0,0.111
得点圏,0.213,101,89,19,5,0,0,18,18,3,0,9,0,0.239
