条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.278,58,54,15,4,0,2,0,0,0,4,0,0.278
1-0より,.167,30,24,4,0,0,0,0,0,0,6,0,0.167
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.442,47,43,19,2,2,1,0,0,0,4,0,0.442
1-1より,.286,35,35,10,3,0,0,0,0,0,0,0,0.286
2-1より,.368,19,19,7,0,0,0,0,0,0,0,0,0.368
3-1より,.000,3,2,0,0,0,0,0,1,0,0,0,0.333
0-2より,.158,38,38,6,0,0,0,18,0,0,0,0,0.158
1-2より,.177,62,62,11,2,0,0,27,0,0,0,0,0.177
2-2より,.200,56,55,11,1,0,1,16,0,1,0,0,0.214
3-2より,.071,21,14,1,0,0,0,1,7,0,0,0,0.381
