打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,89,13,0.146,0,17,1,3,0,0.156
2打席目,85,18,0.212,3,8,5,3,0,0.256
3打席目,84,25,0.298,1,18,3,3,0,0.322
4打席目,58,19,0.328,0,11,1,2,0,0.339
5打席目以上,12,2,0.167,0,3,1,1,0,0.231
