種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.24,5,0,5,0,0,1,0,1,0,0,0,8.1,8,0,7,4,2,3,3,1.44,0.258,-,2.78
Nighter,3.79,12,0,12,0,0,0,0,0,0,0,0,19.0,22,2,19,3,1,11,8,1.32,0.275,-,1.73
