チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.0,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0
日本ハム,0.364,3,12,11,2,4,1,0,2,11,2,2,1,0,0,0,0,0,0,0,0.417,1.0,1.417
ロッテ,0.182,3,12,11,2,2,0,0,2,8,3,2,1,0,0,0,0,0,0,0,0.25,0.727,0.977
楽天,0.5,3,13,8,1,4,3,0,0,7,2,1,5,1,0,0,0,0,0,0,0.692,0.875,1.567
オリックス,0.083,3,12,12,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0.083,0.083,0.167
西武,0.375,3,8,8,1,3,2,0,1,8,1,3,0,0,0,0,0,0,0,0,0.375,1.0,1.375
