条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.263,175,152,40,11,0,17,44,23,0,0,0
対左投手,0.153,82,72,11,1,0,3,15,10,0,0,0
