打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
2番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
3番,.242,27,113,95,11,23,6,0,6,47,21,19,18,2,0,0,0,0,0,1,.363,.495,0.858
4番,.190,6,24,21,5,4,0,0,3,13,4,5,3,0,0,0,0,0,0,1,.292,.619,0.911
5番,.240,13,52,50,7,12,1,0,7,34,9,12,2,0,0,0,0,0,0,0,.269,.680,0.949
6番,.261,7,28,23,2,6,4,0,1,13,3,10,5,1,0,0,0,0,0,0,.393,.565,0.958
7番,.105,7,24,19,2,2,0,0,1,5,1,6,5,0,0,0,0,0,0,0,.292,.263,0.555
8番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
9番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
