マルチ安,猛打賞,固め打ち,2得点超,3打点超,マルチ本,ソロ,2ラン,3ラン,満塁弾,3三振超,2四死超,マルチ盗,2失超
10,3,0,3,5,2,12,5,3,0,3,8,0,0
