アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,20.6%,安打,18,62.1%
フライ,16,47.1%,四死球,11,37.9%
空三振,7,20.6%,失策出塁,0,0.0%
見三振,2,5.9%,野選,0,0.0%
犠打,2,5.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
