条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.212,124,118,25,4,0,1,1,35,4,2,0,0,0.25
1塁,0.242,36,33,8,0,0,0,0,11,0,1,2,0,0.265
2塁,0.15,23,20,3,1,0,0,2,8,3,0,0,0,0.261
3塁,0.333,3,3,1,0,0,0,1,1,0,0,0,0,0.333
1・2塁,0.143,8,7,1,0,0,0,1,1,0,1,0,0,0.25
1・3塁,0.5,4,4,2,0,0,0,2,1,0,0,0,0,0.5
2・3塁,0.2,6,5,1,0,1,0,2,2,1,0,0,0,0.333
満塁,0.25,6,4,1,0,0,0,5,1,1,0,0,1,0.333
得点圏,0.209,50,43,9,1,1,0,13,14,5,1,0,1,0.3
