打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,46,10,0.217,0,12,4,1,0,0.28
2打席目,48,10,0.208,0,16,3,0,0,0.255
3打席目,44,11,0.25,0,11,2,1,0,0.283
4打席目,21,4,0.19,1,9,2,0,1,0.25
5打席目以上,7,0,0.0,0,3,0,0,0,0.0
