打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.151,22,56,53,6,8,4,1,0,14,3,21,1,0,2,0,0,0,0,0,0.196,0.264,0.461
Nighter,0.241,61,154,141,15,34,1,0,1,38,11,39,8,3,2,2,1,1,0,6,0.289,0.27,0.559
