左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
16.7% (4),16.7% (4),16.7% (4),37.5% (9),37.5% (9),37.5% (9),45.8% (11),45.8% (11),45.8% (11)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
14.3% (1),- (0),17.6% (3),28.6% (2),- (0),41.2% (7),57.1% (4),- (0),41.2% (7)
