球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,73,43.7%,149.3,13,11,11,28,47.9%,38.2%,.188,16,3,0,6,3,0
カットボール,20,12.0%,142.4,2,3,5,7,50.0%,20.0%,.250,4,1,0,1,0,1
フォーク,17,10.2%,135.9,1,3,2,7,35.3%,14.3%,.200,5,1,0,1,1,0
カーブ,16,9.6%,119.6,1,8,0,6,56.3%,50.0%,.000,2,0,0,1,0,0
チェンジアップ,16,9.6%,135.0,6,1,2,3,56.3%,50.0%,.143,7,1,0,3,0,0
スライダー,11,6.6%,131.6,2,3,0,4,45.5%,50.0%,.500,2,1,0,0,0,0
スプリット,6,3.6%,138.3,0,1,1,3,33.3%,0.0%,.000,1,0,0,0,0,0
縦スライダー,3,1.8%,132.3,0,0,1,2,33.3%,0.0%,-,0,0,0,0,0,0
ナックルカーブ,2,1.2%,125.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.6%,127.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シュート,1,0.6%,133.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,1
ツーシーム,1,0.6%,148.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
