球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,11,84.6%,145.8,1,4,0,4,45.5%,33.3%,.000,3,0,0,1,1,0
スライダー,2,15.4%,131.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
