条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.414,79,70,29,2,4,6,0,5,2,2,0,0.468
1-0より,.257,36,35,9,1,0,2,0,0,0,1,0,0.257
2-0より,.250,4,4,1,0,0,0,0,0,0,0,0,0.25
3-0より,-,5,0,0,0,0,0,0,5,0,0,0,1.0
0-1より,.404,54,52,21,4,0,2,0,0,0,2,0,0.404
1-1より,.349,45,43,15,4,0,3,0,0,1,1,0,0.364
2-1より,.400,10,10,4,0,0,2,0,0,0,0,0,0.4
3-1より,.500,8,4,2,1,0,1,0,4,0,0,0,0.75
0-2より,.123,66,65,8,0,0,0,32,0,0,0,1,0.121
1-2より,.198,86,86,17,4,0,0,33,0,0,0,0,0.198
2-2より,.159,83,82,13,2,0,0,27,0,1,0,0,0.169
3-2より,.343,41,35,12,3,0,1,10,6,0,0,0,0.439
