0
最終登板
連投状況
9/26
試:0連投中日:0連投中
登録状況
△3/29登録
▼3/30抹消
△4/9登録
▼5/18抹消
△5/28登録
▼6/22抹消
△7/2登録
▼7/21抹消
△8/1登録
▼8/17抹消
△8/30登録
▼9/14抹消
△9/26登録
▼9/27抹消
△10/19登録
""
