球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
カットボール,465,27.8%,128.6,30,92,106,112,49.0%,11.5%,0.258,132,34,6,14,4,1
ストレート,384,23.0%,138.3,23,100,69,125,50.0%,14.5%,0.33,88,29,5,22,5,0
フォーク,341,20.4%,133.0,30,35,67,110,38.7%,15.3%,0.27,111,30,0,13,2,0
スライダー,177,10.6%,121.6,9,50,19,52,44.1%,12.0%,0.188,48,9,0,3,0,0
シュート,141,8.4%,136.7,10,34,32,26,53.9%,12.3%,0.256,43,11,1,4,0,1
チェンジアップ,64,3.8%,116.2,1,9,10,22,31.3%,3.0%,0.318,22,7,3,0,0,0
スローカーブ,60,3.6%,96.5,1,28,3,19,53.3%,7.7%,0.333,9,3,0,0,0,0
カーブ,40,2.4%,110.4,0,17,7,9,60.0%,0.0%,0.286,7,2,0,0,0,0
