防御率3.40,試合20,先発20,救援0,連投(試)0,連投(日)0,勝利9,敗戦6,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投3,完封0,無四球2
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.600,119.0,486,1672,14.1,125,15,56,13,2,2,0,0,47,45,1.16,40.0%
