アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,134,39.4%,安打,125,85.6%
フライ,141,41.5%,四死球,15,10.3%
空三振,35,10.3%,失策出塁,6,4.1%
見三振,21,6.2%,野選,0,0.0%
犠打,9,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
