球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
スライダー,153,38.0%,131.6,25,32,18,53,49.0%,36.8%,.105,38,4,2,13,2,0
ツーシーム,111,27.5%,148.1,4,28,18,25,45.0%,6.9%,.444,36,16,1,2,0,1
ストレート,56,13.9%,149.6,2,10,8,25,35.7%,9.5%,.385,13,5,1,2,2,0
チェンジアップ,53,13.2%,140.5,13,9,10,12,60.4%,40.6%,.214,14,3,0,5,2,0
カットボール,28,6.9%,140.6,3,6,4,12,46.4%,30.0%,.000,3,0,0,0,0,0
カーブ,2,0.5%,125.0,1,0,0,1,50.0%,100.0%,-,0,0,0,0,0,0
