チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ロッテ,0.00,1,0,1,1,0,0,0,1,1,1,0,6.0,3,0,7,0,0,0,0,0.5,0.15,-,99.00
楽天,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
オリックス,9.24,3,3,0,1,2,0,0,0,0,0,0,12.2,16,3,12,4,1,13,13,1.58,0.302,5.54,-
西武,5.63,2,2,0,1,1,0,0,0,0,0,0,8.0,9,1,3,2,0,5,5,1.38,0.29,7.00,-
