種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.21,4,4,0,2,2,0,0,0,0,0,0,19.0,20,3,14,5,0,11,11,1.32,0.27,6.43,-
Nighter,8.22,2,1,1,1,1,0,0,1,1,1,0,7.2,8,1,8,1,1,7,7,1.17,0.267,0.0,-
