条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.344,67,61,21,1,1,3,15,4,1,0,1
対左打者,0.163,46,43,7,0,0,1,7,2,0,0,1
