条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.364,11,11,4,0,0,1,0,0,0,0,0,0.364
1-0より,.750,4,4,3,0,0,2,0,0,0,0,0,0.75
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.333,19,18,6,1,0,0,0,0,0,0,1,0.316
1-1より,.200,11,10,2,0,0,0,0,0,1,0,0,0.273
2-1より,.667,7,6,4,0,0,1,0,0,0,0,1,0.571
3-1より,.500,4,2,1,0,0,0,0,2,0,0,0,0.75
0-2より,.100,10,10,1,0,0,0,7,0,0,0,0,0.1
1-2より,.217,23,23,5,0,0,0,7,0,0,0,0,0.217
2-2より,.077,13,13,1,0,1,0,6,0,0,0,0,0.077
3-2より,.200,8,5,1,0,0,0,2,3,0,0,0,0.5
