球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.185,31,59,54,5,10,3,0,1,16,4,14,2,0,0,3,0,0,0,1,.214,.296,0.511
東京ドーム,.200,3,11,10,0,2,0,0,0,2,0,3,0,0,0,1,0,0,0,0,.200,.200,0.4
甲子園,1.000,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
横浜,.273,4,13,11,1,3,0,0,1,6,1,4,1,0,1,0,0,0,0,0,.385,.545,0.93
マツダスタジアム,.273,6,16,11,1,3,0,0,0,3,1,1,2,0,2,1,0,0,0,0,.467,.273,0.739
バンテリンドーム,.250,5,5,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,.400,.250,0.65
Ce その他,.500,2,4,4,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,.500,1.250,1.75
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,2,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,.167,.000,0.167
ZOZOマリン,.000,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.000,0.0
ベルーナドーム,.000,3,13,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
