打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.283,29,129,113,13,32,4,0,0,36,9,30,13,0,1,2,0,9,2,0,0.362,0.319,0.681
Nighter,0.288,67,301,271,32,78,9,2,3,100,27,43,24,2,4,2,0,26,2,4,0.355,0.369,0.724
