球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.324,44,194,173,18,56,6,1,1,67,20,28,16,2,5,0,0,17,3,2,.397,.387,0.784
エスコンＦ,.200,11,50,45,6,9,2,0,1,14,5,14,3,0,0,2,0,3,0,1,.250,.311,0.561
ZOZOマリン,.255,11,53,47,3,12,1,0,0,13,2,10,4,0,0,2,0,4,0,0,.314,.277,0.59
楽天モバイル,.250,4,17,16,1,4,0,0,0,4,0,2,1,0,0,0,0,1,0,0,.294,.250,0.544
京セラD大阪,.194,9,43,36,5,7,0,1,0,9,2,10,7,0,0,0,0,4,1,0,.326,.250,0.576
ベルーナドーム,.444,4,20,18,4,8,2,0,1,13,4,1,2,0,0,0,0,2,0,0,.500,.722,1.222
Pa その他,.333,4,16,15,1,5,0,0,0,5,0,1,1,0,0,0,0,2,0,0,.375,.333,0.708
東京ドーム,.250,1,4,4,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,.250,.500,0.75
甲子園,.125,2,9,8,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,.222,.125,0.347
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.231,3,14,13,3,3,0,0,0,3,1,3,1,0,0,0,0,1,0,0,.286,.231,0.516
神宮,.444,3,10,9,2,4,1,0,0,5,2,2,1,0,0,0,0,1,0,0,.500,.556,1.056
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
