アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,124,45.4%,安打,110,69.2%
フライ,72,26.4%,四死球,42,26.4%
空三振,48,17.6%,失策出塁,5,3.1%
見三振,25,9.2%,野選,2,1.3%
犠打,4,1.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
