打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,12,3,.250,0,0,1,1,0,0.308
2打席目,13,2,.154,0,4,1,0,0,0.214
3打席目,10,1,.100,0,1,0,0,0,0.1
4打席目,2,0,.000,0,1,1,0,0,0.333
5打席目以上,0,0,-,0,0,0,0,0,
