左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.5% (15),40.5% (15),40.5% (15),13.5% (5),13.5% (5),13.5% (5),45.9% (17),45.9% (17),45.9% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
37.5% (3),- (0),41.4% (12),25.0% (2),- (0),10.3% (3),37.5% (3),- (0),48.3% (14)
